species	p	r
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Pontibacillus|s_Pontibacillus sp. HMF3514	0.0118283246243506	0.550868024156156
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Salicibibacter|s_Salicibibacter kimchii	0.0049134832211428	0.602708974230883
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Virgibacillus|s_Virgibacillus halodenitrificans	0.0139705352569596	0.540052689564439
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Virgibacillus|s_Virgibacillus sp. Bac332	0.0200704382306658	0.515255150988271
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Virgibacillus|s_Virgibacillus sp. MSP4-1	0.0251490160520045	0.498871473052529
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Virgibacillus|s_Virgibacillus sp. SK37	0.0163833171517882	0.529368070211989
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Listeriaceae|g_Listeria|s_Listeria seeligeri	0.00036561307043037	0.717833160319928
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Listeriaceae|g_Listeria|s_Listeria weihenstephanensis	0.0125161835010696	0.547234071064171
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Aneurinibacillus|s_Aneurinibacillus soli	0.00276243074179205	0.632568679559462
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Brevibacillus|s_Brevibacillus agri	0.0384796613269354	0.46576386398117
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Brevibacillus|s_Brevibacillus brevis	0.00390031129821323	0.615037593984962
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Cohnella|s_Cohnella abietis	0.0498000215915733	0.44411018146886
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus baekrokdamisoli	0.029489601716805	0.486832342481126
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus chitinolyticus	0.0175087416588738	0.524812030075188
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus crassostreae	0.0161078480282187	0.530521325589513
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus donghaensis	0.045791575203458	0.451297512170841
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus durus	0.00174578911008556	0.654381392647719
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus jilunlii	0.0311052168695434	0.482706766917293
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus kribbensis	0.0426630533182895	0.457251281651872
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus larvae	0.0267132037412062	0.494356799088253
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus mucilaginosus	0.0442791041628947	0.454135338345865
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus psychroresistens	0.00460309512088757	0.606242991349496
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. 32O-W	0.00424878265194704	0.610526315789474
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. 37	0.00787094017744505	0.57593984962406
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. CAA11	0.000474615108251694	0.708270676691729
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. FSL R5-0345	0.0490805950336343	0.445366624180969
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. FSL R7-0331	0.0421602011451869	0.458239407374042
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. IHB B 3084	0.0136128455844319	0.541760875713154
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. JDR-2	0.0444955285759402	0.453724733409766
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. lzh-N1	0.0299610914979336	0.485610411751728
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus sp. Y412MC10	0.0331148748018106	0.477802994552573
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus terrae	0.00521972575434697	0.599398270112011
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus yonginensis	0.000494044115314917	0.706766917293233
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Thermobacillus|s_Thermobacillus composti	0.0050785236983166	0.600904295916312
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|s_Paenibacillaceae bacterium GAS479	0.0491298172798515	0.445280212008563
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Planococcaceae|g_Paenisporosarcina|s_Paenisporosarcina sp. K2R23-3	0.0191790506773141	0.518464022735206
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Planococcaceae|g_Planococcus|s_Planococcus halocryophilus	0.0284271761096771	0.489643052839731
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Planococcaceae|g_Solibacillus|s_Solibacillus silvestris	0.0158472190890994	0.531627108918441
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Planococcaceae|g_Sporosarcina|s_Sporosarcina pasteurii	0.0285649591672435	0.489273928736879
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Planococcaceae|g_Sporosarcina|s_Sporosarcina ureilytica	0.0412007178019545	0.46015037593985
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Planococcaceae|g_Ureibacillus|s_Ureibacillus thermosphaericus	0.00588709614262884	0.592704065984371
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Jeotgalicoccus|s_Jeotgalicoccus saudimassiliensis	0.0419543116093354	0.458646616541353
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Macrococcus|s_Macrococcus sp. IME1552	0.0259231774132529	0.496610161311774
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Salinicoccus|s_Salinicoccus halodurans	0.00155440134362464	0.659646530289712
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus argenteus	0.0350185976002746	0.47336772265157
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus arlettae	0.00157192817301467	0.659142398784337
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus aureus	0.00243019688892049	0.638826365945094
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus capitis	0.0107697509930801	0.556809788927408
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus caprae	0.0173090435784784	0.525603005701235
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus carnosus	0.000813969025364525	0.687266262695506
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus chromogenes	0.00266630382027806	0.634311691980817
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus cohnii	0.047438158648527	0.448288862089702
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus epidermidis	0.0108993906977631	0.556057343266695
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus equorum	0.0243311473716342	0.501321006265199
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus fleurettii	0.0199605657680538	0.515644463587061
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus hominis	0.00219936644726783	0.643609022556391
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus hyicus	0.00759859936447006	0.57801981571527
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus lugdunensis	0.00313416450497703	0.626270628783205
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus lutrae	0.00471329932255595	0.604966311213022
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus nepalensis	0.00311675190627849	0.626551379397184
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus pasteuri	0.00292122264493931	0.629797018016541
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus pettenkoferi	0.00260009681347428	0.635542889415247
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus saprophyticus	8.98858337417298e-05	0.763444958089005
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus schleiferi	0.0245187047014767	0.50075357993026
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus schweitzeri	0.0163722328363317	0.52941417349894
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus sciuri	0.029489601716805	0.486832342481126
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus simiae	0.00516996705302753	0.599925109543527
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus simulans	0.00916313764296244	0.566805028213646
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus sp. SDB 2975	0.00175621707425038	0.654108679846161
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus stepanovicii	3.27377701107621e-05	0.791118306311477
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus succinus	0.00989687106606653	0.562076908552397
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus vitulinus	0.00233054285169738	0.640842467282594
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Thermoactinomycetaceae|g_Kroppenstedtia|s_Kroppenstedtia pulmonis	0.00263852323412832	0.634825167120316
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Thermoactinomycetaceae|g_Laceyella|s_Laceyella sacchari	0.0403419893689214	0.461890081108761
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Thermoactinomycetaceae|g_Thermoactinomyces|s_Thermoactinomyces vulgaris	0.0107697509930801	0.556809788927408
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|g_Gemella|s_Gemella morbillorum	0.0188768506671267	0.519578902484029
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|g_Gemella|s_Gemella sp. oral taxon 928	0.00418630243627864	0.611312065743051
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Aerococcaceae|g_Abiotrophia|s_Abiotrophia defectiva	0.0152456146444404	0.534236419106026
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Aerococcaceae|g_Aerococcus|s_Aerococcus christensenii	0.0495111256773116	0.444613042752575
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Aerococcaceae|g_Aerococcus|s_Aerococcus urinae	0.0103532955296358	0.55927773700231
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Aerococcaceae|g_Aerococcus|s_Aerococcus viridans	0.00103172255443917	0.677469704126381
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Carnobacterium|s_Carnobacterium divergens	0.0242700504421496	0.501506592832411
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Carnobacterium|s_Carnobacterium inhibens	0.000845161011694443	0.685736229352765
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Carnobacterium|s_Carnobacterium maltaromaticum	0.00213177137623153	0.645088856811547
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Jeotgalibaca|s_Jeotgalibaca arthritidis	0.0112959204521341	0.553800006284557
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Jeotgalibaca|s_Jeotgalibaca sp. PTS2502	0.00285080579551757	0.631010240863006
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus casseliflavus	0.037529098326721	0.467797439713036
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus durans	0.0105142229771363	0.558314680248833
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus faecalis	0.00560144103007422	0.595488721804511
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus gilvus	0.0209428533674072	0.512222676313904
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus hirae	0.000195214372253959	0.739375757439894
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Melissococcus|s_Melissococcus plutonius	0.00746132340334833	0.579091440473656
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Tetragenococcus|s_Tetragenococcus koreensis	0.00274913066671633	0.632806800659392
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Tetragenococcus|s_Tetragenococcus osmophilus	0.0463316143745425	0.450301715486159
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Vagococcus|s_Vagococcus penaei	6.89570994965593e-05	0.771085211802385
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Vagococcus|s_Vagococcus sp. CF-49	0.00730217957389457	0.580354152394052
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Vagococcus|s_Vagococcus sp. HDW17B	0.0275949807834222	0.491902943852838
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Vagococcus|s_Vagococcus sp. MN-17	0.0263837272907644	0.49529007686652
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Vagococcus|s_Vagococcus teuberi	0.0442250703112773	0.454238093634397
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus bombi	0.0203398106575655	0.514307812168974
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus casei	0.0117040565285514	0.551542669302419
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus farciminis	0.00559485616463984	0.595554278119559
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus fructivorans	0.028998884127033	0.488120504399227
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus frumenti	0.000532475157427869	0.703934720663618
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus iners	0.0130415688175234	0.544565664686148
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus kunkeei	0.0319551350282001	0.480603488787306
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus lindneri	0.00545968820042591	0.596914193058993
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus malefermentans	0.00564816876809087	0.595025331753083
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus mali	0.00280698848966516	0.631777824904494
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus oligofermentans	0.00440661805470444	0.608583118828401
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus paracasei	0.0179257985419947	0.52318312533541
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus paracollinoides	0.00184469062672185	0.651847935560978
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus paralimentarius	0.0177920493341856	0.523702179856048
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus ruminis	0.0170813660514955	0.526513764199314
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus sanfranciscensis	0.0401363369748625	0.462310961999159
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus sp. BHWM-4	0.00123815492740714	0.669681036883879
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus terrae	0.00313692949789126	0.626226166995576
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Pediococcus|s_Pediococcus claussenii	0.0146064793413781	0.537100764114967
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Pediococcus|s_Pediococcus pentosaceus	0.0394724546440504	0.463681138618335
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Leuconostocaceae|g_Leuconostoc|s_Leuconostoc mesenteroides	0.000578664102019436	0.700751879699248
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Leuconostocaceae|g_Oenococcus|s_Oenococcus sicerae	0.0146954954076589	0.5366958633683
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Leuconostocaceae|g_Weissella|s_Weissella koreensis	0.0467310167098061	0.449570967778543
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Lactococcus|s_Lactococcus garvieae	0.0374474057513517	0.467974067032795
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Lactococcus|s_Lactococcus lactis	0.0117421722175242	0.55133512736871
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Lactococcus|s_Lactococcus petauri	0.0282293914140845	0.490175389690627
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Lactococcus|s_Lactococcus piscium	0.0101250712974397	0.560664582725281
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Lactococcus|s_Lactococcus raffinolactis	0.0327250205898426	0.478735721041008
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus himalayensis	0.045791575203458	-0.451297512170841
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus iniae	0.00584903595757713	0.593068584146231
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus merionis	0.0333560529680331	0.477230262798741
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus pantholopis	0.0472511127333508	0.448626556195662
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus ruminantium	0.0385735182780838	0.465565194936126
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. FDAARGOS_192	0.00418899769730346	-0.61127797064681
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. I-P16	0.0215891946914219	0.510040186755759
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. NCTC 10228	0.00810717614008665	0.57418273313706
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus urinalis	0.0101746644958166	0.560361077612127
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenella|s_Christensenella sp. Marseille-P3954	0.0487026351147569	0.446032374528848
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Caloranaerobacter|s_Caloranaerobacter azorensis	0.0102636373600443	0.559819571570259
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium aceticum	0.0100863724248034	0.560902255639098
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium baratii	0.0119196370019133	0.550375939849624
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium bornimense	0.0100863724248034	0.560902255639098
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium botulinum	0.019500547061355	0.517293233082707
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium cellulovorans	0.0147847447674616	0.536291876963016
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium chauvoei	0.00512062901574431	0.600451637248745
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium cochlearium	0.00281828716557325	0.631578947368421
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium diolis	0.00569494663299987	0.594564593050668
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium estertheticum	0.0232372969950942	0.504701051111057
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium formicaceticum	0.0329503832149576	0.478195488721805
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium isatidis	0.0184746733109413	0.521084928288331
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium kluyveri	0.0328752128748055	0.478375362901091
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium ljungdahlii	0.0354994235408489	0.47227733501378
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium novyi	0.00784220749666155	0.576156490538107
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium pasteurianum	0.0426305842774794	0.457314812333119
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium perfringens	0.0171306519857882	0.526315789473684
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium saccharobutylicum	0.0271142049419442	0.493233082706767
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium scatologenes	0.00784220749666155	0.576156490538107
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium septicum	0.00381058938911927	0.616252996123712
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium sp. AWRP	0.00187433730086778	0.651110689780616
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium sp. CT4	0.0368965591814291	0.469172932330827
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium sp. DL-VIII	0.0113331084670156	0.553591614929565
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium sp. JN-1	0.0276582275130461	0.491729323308271
